Task ID,Task Description,Skill Requirement,Task Deadline,Task Priority,Task Dependencies,Estimated Completion Time,Team Member ID,Team Member Skills,Team Member Workload
TASK-36222,Dinner together social beyond.,Finance,2024-12-31,High,['TASK-25257'],2,TM-311,"['Marketing', 'SEO', 'C++', 'Event Planning']",2
TASK-36223,Room president in.,Marketing,2025-01-18,Low,"['TASK-00323', 'TASK-14944']",6,TM-302,"['Event Planning', 'SQL', 'HTML', 'Teaching']",13
TASK-36224,Think give stage treat safe.,Data Analysis,2024-12-26,Low,"['TASK-35417', 'TASK-03090', 'TASK-16160']",2,TM-486,"['CSS', 'SQL', 'Editing']",8
TASK-36225,Fact including my cup pay these certain.,Python,2024-12-24,Medium,['TASK-26571'],6,TM-182,"['Data Analysis', 'Teaching']",1
TASK-36226,Film author street final unit up view possible.,Editing,2024-12-31,Medium,"['TASK-12422', 'TASK-04925', 'TASK-34859']",7,TM-161,"['Python', 'C++', 'Customer Support']",8
TASK-36227,General read especially court adult expect nothing.,HTML,2025-01-16,Low,['TASK-07109'],4,TM-395,"['Design', 'Event Planning', 'CSS', 'SQL', 'DevOps']",0
TASK-36228,Give task time include fact offer.,SQL,2024-12-31,High,"['TASK-32050', 'TASK-17918', 'TASK-12193']",6,TM-143,"['Customer Support', 'C++', 'Java', 'HTML', 'SEO']",5
TASK-36229,Word while address theory you itself.,C++,2024-12-29,Low,"['TASK-08494', 'TASK-05946']",5,TM-089,"['Graphic Design', 'Customer Support', 'Marketing', 'Finance', 'Event Planning']",1
TASK-36230,Range place civil then including even population American.,Python,2025-01-18,High,"['TASK-24119', 'TASK-06596']",7,TM-104,"['Teaching', 'CSS', 'Graphic Design']",19
TASK-36231,Law site analysis public.,Customer Support,2025-01-09,Medium,"['TASK-07981', 'TASK-11413']",5,TM-265,"['DevOps', 'Data Analysis']",15
TASK-36232,Point surface defense.,SEO,2025-01-17,Low,['TASK-23115'],2,TM-369,"['CSS', 'Graphic Design', 'Teaching', 'Finance', 'Editing']",14
TASK-36233,His center whatever drug.,Data Analysis,2025-01-20,Medium,"['TASK-18067', 'TASK-07280']",7,TM-135,"['Data Analysis', 'Python', 'CSS', 'C++', 'Marketing']",14
TASK-36234,Adult grow subject east leave sort.,SEO,2025-01-03,High,"['TASK-33966', 'TASK-04584']",7,TM-180,"['CSS', 'Graphic Design', 'Design']",16
TASK-36235,Adult education another expert such bad let.,Data Analysis,2024-12-26,High,"['TASK-03347', 'TASK-23208', 'TASK-13413']",1,TM-448,"['Finance', 'CSS']",4
TASK-36236,Almost sing sell least move direction eat.,HTML,2025-01-13,Low,"['TASK-35351', 'TASK-01959', 'TASK-14897']",1,TM-215,"['DevOps', 'Java', 'Marketing', 'Customer Support', 'C++']",13
TASK-36237,Which simple provide dream chance activity worker.,Graphic Design,2025-01-14,High,[],2,TM-475,"['HTML', 'Finance', 'DevOps']",1
TASK-36238,Serve recent identify red help.,Graphic Design,2025-01-17,Low,[],4,TM-038,"['Teaching', 'Marketing', 'Java', 'C++']",14
TASK-36239,Change me interesting amount growth television realize cause.,Teaching,2024-12-31,High,['TASK-31392'],1,TM-496,"['HTML', 'C++']",18
TASK-36240,Quite new best.,Graphic Design,2024-12-26,High,['TASK-10617'],4,TM-065,"['CSS', 'DevOps', 'Python']",13
TASK-36241,Effort about almost national yard vote.,SQL,2025-01-10,Low,[],8,TM-211,"['Marketing', 'Teaching', 'Graphic Design', 'Design']",2
TASK-36242,Population be nice local success design left.,SEO,2025-01-20,High,[],1,TM-485,"['Event Planning', 'Graphic Design', 'Editing', 'Marketing', 'Data Analysis']",5
TASK-36243,Wall away detail guy conference article investment laugh.,HTML,2025-01-08,Low,"['TASK-21686', 'TASK-27177', 'TASK-23224']",7,TM-122,"['SQL', 'Customer Support', 'Design', 'Event Planning']",1
TASK-36244,Claim baby whole generation war follow story message.,HTML,2025-01-14,High,['TASK-03909'],2,TM-450,"['Data Analysis', 'Customer Support', 'Teaching', 'Editing']",20
TASK-36245,Network keep left large.,Event Planning,2025-01-09,Medium,[],7,TM-254,"['SQL', 'Teaching', 'HTML', 'Finance']",3
TASK-36246,Person physical democratic represent current.,SQL,2025-01-19,High,['TASK-17659'],3,TM-305,"['SEO', 'Data Analysis', 'C++']",15
TASK-36247,By might appear staff.,Design,2025-01-06,High,"['TASK-35383', 'TASK-18160']",3,TM-309,"['Design', 'CSS', 'Editing', 'SQL']",8
TASK-36248,Pretty with require spend whole.,HTML,2024-12-27,Medium,['TASK-33755'],2,TM-322,"['Teaching', 'Data Analysis', 'Python', 'CSS']",12
TASK-36249,Yet now relate court especially more friend.,CSS,2025-01-09,Low,"['TASK-02050', 'TASK-33916', 'TASK-30104']",2,TM-161,"['Event Planning', 'Finance', 'Customer Support', 'Java']",1
TASK-36250,Design seven skill music.,HTML,2025-01-09,Medium,['TASK-16178'],2,TM-441,"['Python', 'Graphic Design', 'DevOps']",11
TASK-36251,Describe blood trouble radio standard close quite.,Design,2025-01-03,Medium,[],5,TM-160,"['Java', 'SQL', 'Editing', 'CSS', 'Customer Support']",5
TASK-36252,Mean fund beyond defense sport know one course.,DevOps,2025-01-19,Medium,[],2,TM-076,"['SQL', 'HTML', 'Marketing', 'Data Analysis']",7
TASK-36253,People over manager never toward someone model.,C++,2024-12-25,High,"['TASK-21684', 'TASK-32289']",7,TM-460,"['Finance', 'Python', 'Graphic Design', 'CSS', 'Teaching']",10
TASK-36254,Necessary spend middle live.,SQL,2025-01-12,Low,"['TASK-06323', 'TASK-11172']",1,TM-496,"['Customer Support', 'DevOps']",6
TASK-36255,More wait admit office some music.,Teaching,2025-01-14,Low,['TASK-31953'],1,TM-113,"['C++', 'Marketing', 'Teaching']",16
TASK-36256,Article call candidate discussion argue allow.,Java,2025-01-15,High,"['TASK-31412', 'TASK-05053']",6,TM-084,"['Design', 'SQL']",8
TASK-36257,Radio bill still item television.,SQL,2025-01-22,Medium,"['TASK-26813', 'TASK-05495']",5,TM-008,"['CSS', 'HTML', 'DevOps']",20
TASK-36258,Business ten store east exist.,Design,2025-01-11,Low,['TASK-34413'],2,TM-448,"['Teaching', 'C++', 'DevOps', 'CSS']",11
TASK-36259,Five purpose quite apply consumer.,SEO,2025-01-19,High,"['TASK-13032', 'TASK-20052']",2,TM-048,"['Finance', 'Java', 'Customer Support', 'Data Analysis']",4
TASK-36260,News either positive well race address power machine.,Customer Support,2025-01-22,High,"['TASK-27093', 'TASK-26847']",2,TM-456,"['CSS', 'Customer Support']",18
TASK-36261,Knowledge impact standard result soldier.,Marketing,2025-01-13,Medium,['TASK-23885'],7,TM-372,"['Event Planning', 'Teaching', 'Marketing', 'Python', 'SEO']",9
TASK-36262,Many role our bar.,SQL,2025-01-19,High,[],3,TM-202,"['Design', 'Graphic Design', 'DevOps', 'Customer Support', 'Event Planning']",1
TASK-36263,Statement stay money cover evidence certainly have.,Teaching,2024-12-25,High,"['TASK-18449', 'TASK-02283']",1,TM-391,"['Design', 'SEO']",8
TASK-36264,Stay other act plant.,DevOps,2024-12-27,Low,['TASK-15582'],1,TM-222,"['Finance', 'HTML', 'Data Analysis']",18
TASK-36265,Box body food realize environmental notice.,Java,2025-01-06,Medium,"['TASK-25427', 'TASK-29472', 'TASK-00839']",4,TM-041,"['Teaching', 'Data Analysis', 'Marketing', 'Customer Support']",2
TASK-36266,Edge war base agency help.,SEO,2025-01-17,High,[],7,TM-066,"['Java', 'Customer Support', 'SQL', 'C++']",13
TASK-36267,Remember authority identify design sit.,Data Analysis,2025-01-21,Medium,['TASK-17034'],5,TM-154,"['Python', 'HTML', 'Event Planning']",8
TASK-36268,Ten phone detail analysis environment staff away.,CSS,2025-01-17,Low,"['TASK-28219', 'TASK-31093', 'TASK-35419']",2,TM-315,"['C++', 'Editing', 'Java', 'SEO', 'Design']",9
TASK-36269,Leg order more.,Marketing,2025-01-18,Medium,"['TASK-26163', 'TASK-19335', 'TASK-19415']",5,TM-134,"['Data Analysis', 'Finance', 'Design', 'Editing', 'SEO']",19
TASK-36270,Prevent set star.,Editing,2024-12-25,High,"['TASK-24954', 'TASK-12101', 'TASK-10333']",3,TM-375,"['Design', 'Editing']",0
TASK-36271,Start while mission ok within perhaps then bank.,Data Analysis,2024-12-29,Low,"['TASK-14457', 'TASK-27488']",6,TM-083,"['Graphic Design', 'Finance', 'Teaching']",13
TASK-36272,Have think up exactly.,CSS,2025-01-13,Medium,"['TASK-20644', 'TASK-14638']",7,TM-392,"['HTML', 'Python']",5
TASK-36273,Treatment small quickly skin instead.,CSS,2025-01-18,Medium,"['TASK-13141', 'TASK-35478']",2,TM-479,"['Design', 'HTML']",12
TASK-36274,Our serve international sing may him respond.,SEO,2025-01-05,Medium,[],8,TM-424,"['CSS', 'Graphic Design']",9
TASK-36275,Personal under many ahead worry visit home bill.,Graphic Design,2025-01-07,High,"['TASK-22555', 'TASK-16556', 'TASK-32518']",4,TM-275,"['HTML', 'Marketing', 'CSS', 'Teaching', 'Finance']",9
TASK-36276,Drive account benefit federal.,Teaching,2025-01-12,Medium,"['TASK-15446', 'TASK-22112']",4,TM-494,"['DevOps', 'Design', 'HTML']",18
TASK-36277,Write low information to need play prove.,CSS,2024-12-31,Medium,"['TASK-25044', 'TASK-08648']",1,TM-044,"['Editing', 'Finance', 'Graphic Design', 'Marketing', 'Data Analysis']",6
TASK-36278,Network above material accept never reason building.,DevOps,2025-01-08,Low,"['TASK-29765', 'TASK-12043', 'TASK-01816']",6,TM-234,"['SEO', 'CSS', 'Python', 'Graphic Design']",16
TASK-36279,Political continue agency.,C++,2024-12-27,Low,"['TASK-23402', 'TASK-11624']",1,TM-127,"['CSS', 'Editing']",10
TASK-36280,Fill small research will side hour rest arrive.,Python,2025-01-08,High,['TASK-30820'],7,TM-364,"['SQL', 'Python', 'Java', 'Event Planning']",0
TASK-36281,Long company see.,Design,2025-01-10,Low,"['TASK-33565', 'TASK-23726']",6,TM-364,"['SEO', 'HTML']",1
TASK-36282,Total see one.,Design,2025-01-19,Low,[],2,TM-244,"['Editing', 'SEO', 'C++', 'Data Analysis']",16
TASK-36283,Human whom knowledge situation.,SQL,2025-01-13,Low,['TASK-27372'],3,TM-165,"['Java', 'SEO']",8
TASK-36284,Early piece provide hot season expect memory new.,C++,2025-01-16,Low,"['TASK-24012', 'TASK-02223', 'TASK-11674']",5,TM-062,"['Graphic Design', 'Editing', 'HTML', 'DevOps']",0
TASK-36285,Within local factor prove TV movement crime.,CSS,2025-01-09,Low,['TASK-19691'],7,TM-254,"['DevOps', 'Event Planning', 'C++', 'Editing', 'Data Analysis']",15
TASK-36286,Fall field late.,DevOps,2025-01-19,High,"['TASK-33378', 'TASK-10836', 'TASK-10876']",1,TM-243,"['DevOps', 'HTML', 'Teaching', 'SEO', 'CSS']",5
TASK-36287,Respond serve race record easy society.,Customer Support,2025-01-17,Medium,"['TASK-01080', 'TASK-35035', 'TASK-04491']",3,TM-045,"['Design', 'SQL', 'SEO', 'DevOps']",12
TASK-36288,Event attorney politics apply religious deal.,C++,2025-01-10,Medium,['TASK-31815'],2,TM-359,"['CSS', 'Teaching']",14
TASK-36289,Attention board better present suggest second.,SQL,2024-12-26,Medium,['TASK-05708'],2,TM-101,"['Customer Support', 'HTML', 'Graphic Design']",6
TASK-36290,Stay sea choice recent book gun.,SEO,2025-01-18,Low,"['TASK-10702', 'TASK-14903', 'TASK-36198']",4,TM-301,"['Teaching', 'Customer Support', 'Marketing', 'Graphic Design', 'CSS']",14
TASK-36291,Several cell animal day majority.,Editing,2025-01-10,Low,[],7,TM-199,"['Graphic Design', 'Marketing', 'Editing']",17
TASK-36292,Even network project discussion result city may degree.,Event Planning,2024-12-27,Medium,"['TASK-25054', 'TASK-14719', 'TASK-29079']",6,TM-328,"['Teaching', 'Event Planning']",11
TASK-36293,Yes single way level.,Java,2024-12-24,Medium,['TASK-13135'],3,TM-490,"['Marketing', 'CSS', 'SEO']",9
TASK-36294,Mind character win focus social poor end.,Customer Support,2025-01-15,High,"['TASK-09923', 'TASK-26706', 'TASK-02011']",1,TM-052,"['Data Analysis', 'SQL']",19
TASK-36295,Population challenge spend brother receive their.,SQL,2024-12-24,Medium,[],7,TM-234,"['Python', 'Finance', 'Java']",7
TASK-36296,Customer election heart first any.,Data Analysis,2025-01-19,Medium,[],4,TM-359,"['Java', 'Design', 'CSS', 'Customer Support']",2
TASK-36297,Page modern agent project.,Graphic Design,2025-01-18,Low,[],6,TM-255,"['SQL', 'Marketing']",18
TASK-36298,Arm who charge left end.,Design,2025-01-01,Medium,['TASK-32350'],6,TM-029,"['HTML', 'Java']",15
TASK-36299,Week evening career structure.,SQL,2025-01-04,High,"['TASK-19439', 'TASK-03433', 'TASK-16432']",1,TM-449,"['Editing', 'Customer Support', 'CSS', 'Finance']",14
TASK-36300,Leg expert defense who.,Finance,2025-01-21,Medium,['TASK-25740'],1,TM-230,"['C++', 'Teaching', 'Finance']",13
TASK-36301,Stop action key close police.,Python,2024-12-26,Medium,[],4,TM-312,"['Data Analysis', 'Finance', 'SQL', 'Event Planning']",9
TASK-36302,College option market teacher many community.,Design,2025-01-22,Medium,"['TASK-23559', 'TASK-25027']",3,TM-106,"['SQL', 'Design', 'Customer Support', 'SEO', 'C++']",8
TASK-36303,Appear make who doctor.,Data Analysis,2025-01-16,Medium,"['TASK-01599', 'TASK-06378']",7,TM-049,"['Design', 'C++', 'CSS', 'Data Analysis']",14
TASK-36304,Fish provide manage.,Finance,2024-12-26,Medium,"['TASK-21836', 'TASK-33791']",6,TM-473,"['Editing', 'Graphic Design', 'Design']",3
TASK-36305,Less product where pattern end enjoy direction.,Python,2025-01-19,Medium,"['TASK-06714', 'TASK-04433']",7,TM-022,"['DevOps', 'CSS']",10
TASK-36306,Will drive what real course month.,C++,2025-01-08,Medium,[],8,TM-016,"['Editing', 'DevOps']",10
TASK-36307,Who management ok address hard.,HTML,2025-01-18,Low,[],2,TM-256,"['Teaching', 'CSS']",2
TASK-36308,Bit per change.,Teaching,2025-01-13,Low,['TASK-26601'],1,TM-496,"['Python', 'Design', 'Graphic Design', 'Finance', 'Teaching']",4
TASK-36309,Left worry media force set trouble.,Editing,2025-01-03,Medium,"['TASK-03735', 'TASK-10444']",1,TM-491,"['Finance', 'Design', 'Graphic Design', 'CSS', 'Python']",19
TASK-36310,Up dark scene across blue left important.,Design,2024-12-28,Medium,[],5,TM-174,"['Python', 'Customer Support', 'Event Planning', 'Teaching', 'SEO']",9
TASK-36311,Be season actually send grow.,Design,2025-01-13,High,"['TASK-11289', 'TASK-00895']",7,TM-294,"['Teaching', 'Graphic Design', 'CSS', 'Editing', 'Java']",9
TASK-36312,Too entire inside data news next.,Java,2025-01-02,Low,[],2,TM-096,"['HTML', 'Finance']",5
TASK-36313,Something all quite court.,SQL,2025-01-11,Medium,[],8,TM-115,"['Customer Support', 'Design', 'Marketing', 'HTML', 'Event Planning']",1
TASK-36314,Claim agent test raise station ahead.,Marketing,2025-01-04,High,"['TASK-09184', 'TASK-23743', 'TASK-11617']",6,TM-307,"['Editing', 'Data Analysis', 'Finance', 'CSS', 'SEO']",6
TASK-36315,Each stay recognize ten green floor.,SQL,2024-12-27,Low,['TASK-19561'],1,TM-267,"['Python', 'HTML', 'C++', 'Finance']",11
TASK-36316,Learn yard prepare start southern majority finally since.,CSS,2025-01-11,High,['TASK-05212'],5,TM-419,"['Event Planning', 'Python', 'SEO', 'CSS']",1
TASK-36317,Station half consider.,Marketing,2025-01-22,Medium,['TASK-22830'],8,TM-455,"['Design', 'CSS', 'Python', 'SQL', 'Teaching']",4
TASK-36318,Ground seat establish bit by above management total.,Java,2024-12-26,Medium,['TASK-20382'],1,TM-022,"['Design', 'Event Planning', 'SEO']",9
TASK-36319,Financial pull for case administration life theory benefit.,Finance,2025-01-18,Low,"['TASK-20168', 'TASK-10619', 'TASK-06181']",2,TM-475,"['Finance', 'SQL', 'SEO', 'CSS', 'Data Analysis']",5
TASK-36320,Community foot camera state.,Editing,2024-12-31,High,['TASK-32668'],1,TM-091,"['Design', 'HTML', 'Customer Support']",13
TASK-36321,Hundred knowledge help government option center several.,Customer Support,2025-01-11,Low,"['TASK-34928', 'TASK-10682', 'TASK-25257']",6,TM-229,"['Java', 'DevOps']",19
TASK-36322,Book important energy road action wish account.,Finance,2025-01-03,Low,[],4,TM-253,"['Java', 'HTML', 'Data Analysis', 'CSS', 'DevOps']",4
TASK-36323,Part up field real director.,C++,2024-12-25,High,[],2,TM-436,"['Graphic Design', 'Java', 'Marketing', 'SQL', 'Data Analysis']",17
TASK-36324,Particularly shoulder knowledge market about he theory.,Editing,2025-01-10,High,"['TASK-15609', 'TASK-23604']",1,TM-449,"['Python', 'SEO', 'Finance']",19
TASK-36325,Prevent deep second design guess thus.,SEO,2025-01-15,High,"['TASK-28931', 'TASK-21099']",4,TM-447,"['SQL', 'HTML']",7
TASK-36326,All region teacher himself sense fall method.,Python,2024-12-29,Low,[],1,TM-219,"['Marketing', 'HTML', 'SEO', 'Customer Support', 'Teaching']",12
TASK-36327,Too skin involve laugh.,CSS,2025-01-08,Low,[],2,TM-285,"['Finance', 'HTML', 'Java', 'C++', 'Python']",9
TASK-36328,Total mean event recently.,Design,2025-01-06,Low,"['TASK-11909', 'TASK-20497']",6,TM-472,"['Editing', 'Marketing']",17
TASK-36329,Top hair begin central future herself painting.,HTML,2024-12-25,Medium,"['TASK-23326', 'TASK-25017']",5,TM-146,"['Finance', 'Event Planning']",14
TASK-36330,Nothing apply shoulder office give our.,SQL,2025-01-16,High,"['TASK-20287', 'TASK-31360', 'TASK-05664']",8,TM-245,"['SEO', 'DevOps']",11
TASK-36331,Bad message behavior forward.,Java,2025-01-22,Low,"['TASK-06757', 'TASK-20564', 'TASK-04118']",2,TM-153,"['Event Planning', 'Editing', 'Customer Support', 'C++', 'Finance']",0
TASK-36332,Court support left either Congress perhaps.,DevOps,2024-12-26,Low,"['TASK-25199', 'TASK-34597']",2,TM-128,"['Customer Support', 'Finance', 'SEO', 'Marketing']",4
TASK-36333,We personal growth perform word.,CSS,2024-12-31,High,"['TASK-07270', 'TASK-15376', 'TASK-19226']",2,TM-459,"['Design', 'Finance']",17
TASK-36334,Somebody group data believe bag cover with try.,Java,2025-01-02,Low,"['TASK-31661', 'TASK-27149']",5,TM-157,"['Teaching', 'Finance', 'Design', 'SQL', 'HTML']",12
TASK-36335,Health job debate local tonight according change.,Customer Support,2025-01-17,High,[],2,TM-293,"['Design', 'SQL', 'Editing', 'DevOps', 'SEO']",14
TASK-36336,Soon over better.,Teaching,2024-12-24,High,"['TASK-33726', 'TASK-36020']",3,TM-224,"['Python', 'Teaching', 'Graphic Design', 'C++', 'Data Analysis']",18
TASK-36337,Skill see especially sure old personal.,Customer Support,2025-01-15,Low,[],1,TM-126,"['Data Analysis', 'Event Planning', 'Teaching']",0
TASK-36338,Including result catch firm own to.,Data Analysis,2024-12-28,Medium,"['TASK-10881', 'TASK-25804']",2,TM-145,"['Customer Support', 'C++']",18
TASK-36339,Challenge room person avoid serious drive reason.,Editing,2025-01-08,Medium,['TASK-08832'],8,TM-295,"['Editing', 'SQL', 'Customer Support', 'Design', 'Finance']",9
TASK-36340,Someone charge third size.,Python,2025-01-17,Medium,[],7,TM-176,"['Customer Support', 'Graphic Design', 'Event Planning']",17
TASK-36341,Seat often role help paper chance local.,Graphic Design,2024-12-29,Low,"['TASK-25933', 'TASK-12847']",2,TM-474,"['Design', 'CSS', 'SEO', 'SQL', 'Teaching']",5
TASK-36342,Step last by bag firm practice.,Event Planning,2025-01-21,High,[],1,TM-288,"['Design', 'Marketing', 'Editing', 'SEO', 'HTML']",1
TASK-36343,Condition up water both.,Editing,2025-01-20,Medium,[],5,TM-445,"['C++', 'DevOps', 'Finance', 'SEO', 'HTML']",16
TASK-36344,Benefit ask right under.,Data Analysis,2024-12-25,Low,"['TASK-34058', 'TASK-12414', 'TASK-31174']",2,TM-258,"['Design', 'Finance', 'SEO', 'DevOps']",4
TASK-36345,Measure raise early certainly.,C++,2025-01-12,Low,"['TASK-21940', 'TASK-34461', 'TASK-21854']",5,TM-312,"['Java', 'Marketing', 'Editing', 'Graphic Design']",4
TASK-36346,Former decision stock pressure character year.,Python,2025-01-09,Low,['TASK-18896'],1,TM-464,"['Finance', 'Data Analysis', 'Teaching', 'CSS']",5
TASK-36347,Course these another.,SQL,2025-01-03,Low,"['TASK-12902', 'TASK-08351']",6,TM-369,"['Graphic Design', 'Marketing']",2
TASK-36348,Maintain audience opportunity stop.,Graphic Design,2025-01-04,Medium,[],5,TM-022,"['Event Planning', 'Graphic Design', 'SEO', 'Teaching', 'SQL']",19
TASK-36349,Police sell happy.,SEO,2025-01-04,Low,['TASK-28229'],4,TM-200,"['Graphic Design', 'CSS', 'Java']",15
TASK-36350,Only two wish capital particularly just.,Design,2025-01-14,Low,['TASK-10795'],5,TM-470,"['Finance', 'Java', 'Python']",18
TASK-36351,Model me into owner sign level.,CSS,2024-12-27,High,['TASK-21669'],1,TM-298,"['CSS', 'HTML', 'Editing', 'Data Analysis', 'Teaching']",14
TASK-36352,Deal water very or environmental watch thousand.,CSS,2025-01-13,Medium,['TASK-20162'],2,TM-376,"['Java', 'DevOps']",4
TASK-36353,Oil guess price leave let.,Finance,2025-01-14,Low,['TASK-35810'],5,TM-023,"['CSS', 'SQL', 'Finance', 'Marketing', 'Java']",3
TASK-36354,Use public budget the house.,Graphic Design,2025-01-20,Medium,"['TASK-09486', 'TASK-08928', 'TASK-27671']",8,TM-037,"['Java', 'Design', 'Editing', 'Data Analysis', 'DevOps']",0
TASK-36355,American partner administration tax.,Editing,2025-01-05,Low,"['TASK-21580', 'TASK-33267']",8,TM-462,"['Python', 'HTML']",20
TASK-36356,Eight join beat five choose wonder.,Python,2025-01-15,Low,"['TASK-01660', 'TASK-03142']",1,TM-166,"['SQL', 'Python', 'Event Planning']",14
TASK-36357,Performance heavy film buy husband cup.,Teaching,2025-01-07,Low,"['TASK-14730', 'TASK-12549', 'TASK-16296']",4,TM-339,"['Teaching', 'HTML', 'Python']",2
TASK-36358,Important employee huge lose language.,DevOps,2025-01-11,Medium,['TASK-12158'],3,TM-386,"['Customer Support', 'DevOps', 'Editing']",7
TASK-36359,Throw it air stage budget none.,C++,2025-01-04,High,"['TASK-11361', 'TASK-21346', 'TASK-12161']",8,TM-199,"['CSS', 'Teaching', 'Python', 'DevOps', 'Marketing']",1
TASK-36360,Suggest oil during tonight.,Editing,2024-12-25,High,"['TASK-22324', 'TASK-27178', 'TASK-14738']",3,TM-207,"['HTML', 'CSS', 'Design']",19
TASK-36361,Free address set me process political major.,Marketing,2025-01-08,Medium,"['TASK-26484', 'TASK-14332', 'TASK-30046']",8,TM-117,"['SEO', 'Java']",0
TASK-36362,Reach affect wear camera art late during.,Data Analysis,2025-01-07,Low,"['TASK-14901', 'TASK-14092']",3,TM-394,"['Editing', 'Event Planning']",18
TASK-36363,Ability focus center station vote.,HTML,2024-12-28,Low,"['TASK-12962', 'TASK-06026', 'TASK-33989']",3,TM-213,"['Event Planning', 'C++']",1
TASK-36364,Word police affect kid.,Data Analysis,2024-12-26,Low,[],4,TM-049,"['Python', 'Event Planning', 'SEO']",13
TASK-36365,Yes owner arrive imagine team those job.,Design,2025-01-15,High,"['TASK-07079', 'TASK-32881']",7,TM-293,"['C++', 'SQL']",3
TASK-36366,Only these record fund head information whose.,Editing,2024-12-27,Low,"['TASK-33266', 'TASK-06971']",4,TM-443,"['CSS', 'Design']",17
TASK-36367,Central than positive family performance own picture.,C++,2025-01-05,Medium,"['TASK-02227', 'TASK-08132']",1,TM-239,"['HTML', 'SQL', 'Java', 'Finance']",10
TASK-36368,Door win laugh medical light suffer sit order.,Customer Support,2024-12-26,Low,"['TASK-04705', 'TASK-22581']",3,TM-396,"['Graphic Design', 'CSS', 'HTML', 'Event Planning']",9
TASK-36369,Key level a condition.,Design,2025-01-01,Medium,"['TASK-21682', 'TASK-36267', 'TASK-33543']",6,TM-236,"['Customer Support', 'Finance']",12
TASK-36370,Near almost life several method record thought.,Customer Support,2025-01-12,Medium,['TASK-20623'],7,TM-359,"['Finance', 'Graphic Design']",18
TASK-36371,Painting particular room some for oil.,Java,2024-12-25,Low,[],2,TM-183,"['Teaching', 'Finance', 'Python', 'Editing', 'DevOps']",0
TASK-36372,Team painting tell particularly product wide.,DevOps,2025-01-03,Medium,"['TASK-33247', 'TASK-20784', 'TASK-24195']",7,TM-384,"['Marketing', 'Design', 'DevOps']",17
TASK-36373,A person recent indeed.,DevOps,2024-12-26,Medium,"['TASK-24776', 'TASK-21943', 'TASK-24015']",3,TM-164,"['Marketing', 'C++', 'HTML']",13
TASK-36374,Each study old so exactly election.,Design,2025-01-07,High,"['TASK-34734', 'TASK-00171', 'TASK-30611']",8,TM-499,"['Editing', 'Finance']",20
TASK-36375,Business find exist blood enter relate him final.,Data Analysis,2025-01-02,High,['TASK-10691'],2,TM-365,"['Editing', 'C++']",8
TASK-36376,Study defense defense decision factor environment.,C++,2025-01-11,Low,[],8,TM-285,"['Python', 'Editing', 'Customer Support']",5
TASK-36377,Quite exactly picture way something.,Teaching,2024-12-25,Medium,"['TASK-09650', 'TASK-05537', 'TASK-06981']",4,TM-196,"['HTML', 'Marketing', 'CSS']",9
TASK-36378,Letter then radio one question.,Editing,2025-01-03,Low,[],3,TM-412,"['C++', 'SQL']",5
TASK-36379,Draw carry discover everybody worry them.,CSS,2025-01-15,Medium,"['TASK-15597', 'TASK-33454']",2,TM-355,"['Editing', 'Customer Support', 'SQL', 'Teaching']",10
TASK-36380,Later along authority spring accept east cost.,Editing,2025-01-10,High,[],2,TM-076,"['Python', 'Customer Support', 'SEO', 'SQL']",17
TASK-36381,Night sit sound Mr suggest.,Customer Support,2025-01-11,Medium,"['TASK-20097', 'TASK-18366']",3,TM-138,"['DevOps', 'Customer Support', 'C++', 'SEO']",20
TASK-36382,True have next would need.,CSS,2024-12-30,Low,"['TASK-36160', 'TASK-14495', 'TASK-25626']",6,TM-440,"['Event Planning', 'C++', 'Python', 'CSS', 'Data Analysis']",15
TASK-36383,Ability to section recently author.,Design,2025-01-09,Medium,"['TASK-13101', 'TASK-07197', 'TASK-26312']",7,TM-019,"['SEO', 'C++', 'Teaching', 'Python', 'Finance']",17
TASK-36384,Reality early common house big toward.,Editing,2025-01-01,High,[],6,TM-077,"['Finance', 'Editing', 'Graphic Design']",13
TASK-36385,Help any air.,Editing,2025-01-22,High,"['TASK-04569', 'TASK-30724', 'TASK-05294']",7,TM-138,"['C++', 'CSS']",11
TASK-36386,Make dark until speech indicate focus.,Data Analysis,2025-01-03,Low,"['TASK-29186', 'TASK-16303']",8,TM-275,"['Graphic Design', 'Java']",0
TASK-36387,Share strong lawyer.,Event Planning,2025-01-20,Low,"['TASK-11472', 'TASK-09841', 'TASK-07817']",7,TM-411,"['Finance', 'SQL', 'Event Planning']",10
TASK-36388,Myself different fear the success very.,Teaching,2025-01-22,Low,[],7,TM-124,"['Finance', 'Data Analysis']",14
TASK-36389,Buy cup know improve.,Design,2025-01-19,Low,['TASK-21704'],6,TM-245,"['Teaching', 'SQL', 'Finance', 'CSS']",10
TASK-36390,Western table goal become by kid join.,Editing,2024-12-25,High,"['TASK-12313', 'TASK-03908', 'TASK-16105']",1,TM-089,"['Java', 'Marketing']",9
TASK-36391,Nor woman author event character entire attack.,Design,2025-01-18,High,"['TASK-35445', 'TASK-04688', 'TASK-23902']",5,TM-350,"['Design', 'Customer Support']",1
TASK-36392,Head rate me image where.,Python,2025-01-07,Medium,"['TASK-04130', 'TASK-04704']",7,TM-257,"['Finance', 'DevOps', 'Editing']",0
TASK-36393,Kind guy about interesting blue first.,C++,2025-01-19,Low,[],7,TM-344,"['Graphic Design', 'C++']",18
